	Name	AGI ID	TF/Histone	P-value	Corr. p-value	GSE	Genotype	Tissue	Growth cond.	IP	COEX	COEX (Tissue)	COEX (Abiotic)	COEX (Hormone)	COEX (Biotic)	COEX (Light)	Targets	PPI	INDEX
558	JMJ12, REF6	AT3G48430	TF	3.66e-18	5.987759999999999e-15	GSE122314	35S::EIN6-FLAG (Ler)	seedling	air	ChIP	NA	NA	NA	NA	NA	NA	AT1G01520, AT1G06000, AT1G10370, AT1G10740, AT1G10960, AT1G15980, AT1G19150, AT1G19490, AT1G24147, AT1G29720, AT1G30070, AT1G30530, AT1G32080, AT1G35560, AT1G48100, AT1G49630, AT1G50520, AT1G55910, AT1G55960, AT1G56510, AT1G64590, AT1G71870, AT1G78570, AT2G17695, AT2G17780, AT2G22420, AT2G26850, AT2G27402, AT2G27420, AT2G30100, AT2G37040, AT2G39280, AT2G39730, AT2G40020, AT2G46830, AT2G46940, AT3G01060, AT3G01440, AT3G01550, AT3G02380, AT3G02670, AT3G02830, AT3G03770, AT3G10420, AT3G12580, AT3G13510, AT3G18750, AT3G19450, AT3G21250, AT3G22840, AT3G24520, AT3G47070, AT3G48420, AT3G53830, AT3G55330, AT3G62040, AT4G00490, AT4G01080, AT4G12830, AT4G14540, AT4G14690, AT4G15430, AT4G15630, AT4G27940, AT4G28660, AT4G30610, AT5G08640, AT5G10150, AT5G13930, AT5G15920, AT5G15948, AT5G17170, AT5G17300, AT5G17870, AT5G20450, AT5G24660, AT5G38410, AT5G38430, AT5G38820, AT5G40950, AT5G49330	AT4G18960, AT1G69120, AT1G24260, AT1G19350, AT1G19350	AT3G48430.TF.GSE122314_45.ChIP
1437	FHY1, FRY1, PAT3	AT2G37678	Protein	4.26e-18	6.969359999999999e-15	GSE58084	35S::GFP-FHY1 fhy1-1	seedling (4DAG)	-	ChIP	NA	NA	NA	NA	NA	NA	AT1G01520, AT1G01580, AT1G06000, AT1G10370, AT1G10740, AT1G10960, AT1G12570, AT1G15980, AT1G19150, AT1G19490, AT1G24147, AT1G30530, AT1G32080, AT1G35560, AT1G48100, AT1G49630, AT1G55910, AT1G55960, AT1G56510, AT1G64590, AT1G65560, AT1G71870, AT1G78570, AT1G80340, AT2G04790, AT2G17780, AT2G22420, AT2G27420, AT2G30100, AT2G32640, AT2G37040, AT2G39280, AT2G39730, AT2G40020, AT2G42170, AT2G46830, AT2G46940, AT3G01440, AT3G01550, AT3G02380, AT3G02830, AT3G03770, AT3G10185, AT3G10420, AT3G12580, AT3G13510, AT3G18750, AT3G19450, AT3G21250, AT3G22840, AT3G24520, AT3G30460, AT3G50560, AT3G51750, AT3G53830, AT3G55330, AT4G00490, AT4G01080, AT4G12830, AT4G14540, AT4G14690, AT4G15430, AT4G27940, AT4G28660, AT4G30610, AT5G08640, AT5G10150, AT5G13170, AT5G13930, AT5G15920, AT5G15948, AT5G17170, AT5G17300, AT5G17870, AT5G17890, AT5G24660, AT5G38410, AT5G38430, AT5G40950, AT5G58310	AT5G11260, AT5G11260, AT1G09530, AT1G09570, AT1G02340, AT4G25560, AT1G02340, AT4G25560, AT1G02340, AT1G09570, AT1G02340, AT4G25560, AT1G09570, AT1G09570, AT1G09570, AT1G09570, AT5G11260, AT2G37678, AT2G37678, AT1G02340, AT1G09570, AT1G09570, AT1G09570, AT5G02200, AT2G37678, AT2G37678, AT1G09570, AT2G16365	AT2G37678.Protein.GSE58084_0.ChIP
717	H3K4me3	H3K4me3	Histone	5.47e-18	8.948920000000001e-15	GSE143831	SDC-GFP (Col)	seedling (8DAG)	-	ChIP	NA	NA	NA	NA	NA	NA	AT1G01520, AT1G06000, AT1G10370, AT1G10740, AT1G10960, AT1G15980, AT1G19150, AT1G19490, AT1G30070, AT1G30530, AT1G32080, AT1G35560, AT1G48100, AT1G49630, AT1G55910, AT1G55960, AT1G56510, AT1G64590, AT1G64780, AT1G65560, AT1G71870, AT1G78570, AT1G80340, AT2G04790, AT2G17695, AT2G17780, AT2G22420, AT2G26850, AT2G27402, AT2G27420, AT2G30100, AT2G32640, AT2G37040, AT2G39280, AT2G39730, AT2G40020, AT2G42170, AT2G46830, AT2G46940, AT3G01060, AT3G01440, AT3G01550, AT3G02380, AT3G02670, AT3G02830, AT3G03770, AT3G10185, AT3G10420, AT3G12580, AT3G13510, AT3G18750, AT3G19450, AT3G21250, AT3G22840, AT3G24520, AT3G28270, AT3G30460, AT3G47070, AT3G48420, AT3G50560, AT3G51750, AT3G53830, AT3G55330, AT3G62040, AT4G00490, AT4G01080, AT4G12830, AT4G14540, AT4G14690, AT4G15430, AT4G15630, AT4G27940, AT4G28660, AT4G30610, AT5G08640, AT5G10150, AT5G13170, AT5G13930, AT5G15920, AT5G15948, AT5G17170, AT5G17300, AT5G17870, AT5G17890, AT5G20450, AT5G24660, AT5G38410, AT5G38430, AT5G40950	Not available	H3K4me3.Histone.GSE143831_19.ChIP
329	DMS3, IDN1	AT3G49250	Protein	7.63e-18	1.2482680000000001e-14	GSE124546	DMS3-ZF fwa/nrpd1 (Col)	inflorescence	-	ChIP	0.5849152542372882	0.8042288135593222	0.7952694915254237	1.0149372881355931	0.6577491525423729	0.47926271186440683	AT1G01520, AT1G01580, AT1G06000, AT1G10370, AT1G10740, AT1G10960, AT1G12570, AT1G19150, AT1G19490, AT1G30530, AT1G35560, AT1G48100, AT1G49630, AT1G55910, AT1G64780, AT1G71870, AT1G78570, AT1G80340, AT2G04790, AT2G17695, AT2G22420, AT2G26695, AT2G26850, AT2G27420, AT2G30100, AT2G32640, AT2G39280, AT2G39730, AT2G40020, AT2G46830, AT2G46940, AT3G01440, AT3G02830, AT3G03770, AT3G10185, AT3G10420, AT3G12580, AT3G13510, AT3G18750, AT3G19450, AT3G21250, AT3G22840, AT3G24520, AT3G47070, AT3G50560, AT3G51750, AT3G53830, AT3G55330, AT4G12830, AT4G14540, AT4G15430, AT4G15630, AT4G27940, AT4G28660, AT4G30610, AT5G08640, AT5G10150, AT5G13170, AT5G13930, AT5G15948, AT5G17170, AT5G17300, AT5G17890, AT5G24660, AT5G38350, AT5G38410, AT5G38820, AT5G49330	AT1G19100, AT2G40030, AT3G22680	AT3G49250.Protein.GSE124546_26.ChIP
1382	ARR12, RR12	AT2G25180	TF	7.79e-18	1.2744439999999998e-14	GSE94486	ARR12-Ypet	seedling (3DAG)	long day, DMSO (4hr)	ChIP	0.664915254237288	1.005049152542373	0.8631745762711862	0.6728661016949155	0.856877966101695	0.8109067796610171	AT1G01520, AT1G06000, AT1G10370, AT1G10740, AT1G10960, AT1G15980, AT1G19150, AT1G19490, AT1G24147, AT1G35560, AT1G48100, AT1G49630, AT1G55910, AT1G55960, AT1G56510, AT1G64590, AT1G64780, AT1G71870, AT1G78570, AT1G80340, AT2G17695, AT2G27402, AT2G27420, AT2G30100, AT2G37040, AT2G39280, AT2G39730, AT2G42170, AT2G46830, AT2G46940, AT3G01550, AT3G02380, AT3G02830, AT3G03770, AT3G10420, AT3G12580, AT3G13510, AT3G18750, AT3G19450, AT3G21250, AT3G22840, AT3G24520, AT3G47070, AT3G50560, AT3G51750, AT3G53830, AT3G55330, AT4G00490, AT4G01080, AT4G14540, AT4G15430, AT4G15630, AT4G27940, AT4G28660, AT4G30610, AT5G08640, AT5G10150, AT5G13170, AT5G13930, AT5G15948, AT5G17170, AT5G17300, AT5G17890, AT5G24660, AT5G38410, AT5G38430, AT5G40950, AT5G49330, AT5G58310	AT4G11140, AT4G23750, AT1G80440, AT1G80440, AT1G15670, AT2G44130, AT3G59940, AT1G80440, AT5G38480	AT2G25180.TF.GSE94486_1.ChIP
1153	H3K4me3	H3K4me3	Histone	9.65e-18	1.57874e-14	GSE50636	Col-0	young leaf	-	ChIP	NA	NA	NA	NA	NA	NA	AT1G01520, AT1G06000, AT1G10370, AT1G10740, AT1G10960, AT1G15980, AT1G19150, AT1G19490, AT1G24147, AT1G29720, AT1G30070, AT1G30530, AT1G32080, AT1G35560, AT1G48100, AT1G49630, AT1G55910, AT1G55960, AT1G56510, AT1G64590, AT1G64780, AT1G65560, AT1G71870, AT1G78570, AT1G80340, AT2G04790, AT2G17695, AT2G17780, AT2G22420, AT2G26850, AT2G27420, AT2G30100, AT2G32640, AT2G37040, AT2G39280, AT2G39730, AT2G40020, AT2G42170, AT2G46830, AT2G46940, AT3G01060, AT3G01440, AT3G01550, AT3G02380, AT3G02670, AT3G02830, AT3G03770, AT3G10420, AT3G12580, AT3G13510, AT3G18750, AT3G19450, AT3G21250, AT3G22840, AT3G24520, AT3G28270, AT3G30460, AT3G47070, AT3G48420, AT3G50560, AT3G51750, AT3G53830, AT3G55330, AT3G62040, AT4G00490, AT4G01080, AT4G12830, AT4G14540, AT4G15430, AT4G15630, AT4G27940, AT4G28660, AT4G30610, AT5G08640, AT5G10150, AT5G13930, AT5G15920, AT5G15948, AT5G17170, AT5G17300, AT5G17870, AT5G17890, AT5G20450, AT5G24660, AT5G38410, AT5G38430, AT5G38820, AT5G40950, AT5G58310	Not available	H3K4me3.Histone.GSE50636_0.ChIP
476	H3K4me3	H3K4me3	Histone	1.68e-17	2.74848e-14	GSE49090	Col	leaf (21DAG)	-	ChIP	NA	NA	NA	NA	NA	NA	AT1G06000, AT1G10370, AT1G10740, AT1G10960, AT1G15980, AT1G19150, AT1G19490, AT1G24147, AT1G29720, AT1G30070, AT1G30530, AT1G32080, AT1G35560, AT1G48100, AT1G49630, AT1G55910, AT1G55960, AT1G56510, AT1G64590, AT1G64780, AT1G65560, AT1G71870, AT1G78570, AT1G80340, AT2G04790, AT2G17695, AT2G17780, AT2G22420, AT2G26850, AT2G27402, AT2G27420, AT2G30100, AT2G32640, AT2G37040, AT2G39280, AT2G39730, AT2G40020, AT2G42170, AT2G46940, AT3G01060, AT3G01440, AT3G01550, AT3G02380, AT3G02670, AT3G02830, AT3G03770, AT3G10185, AT3G10420, AT3G12580, AT3G13510, AT3G18750, AT3G19450, AT3G21250, AT3G22840, AT3G24520, AT3G28270, AT3G30460, AT3G47070, AT3G48420, AT3G51750, AT3G53830, AT3G55330, AT3G62040, AT4G00490, AT4G01080, AT4G12830, AT4G14540, AT4G14690, AT4G15430, AT4G15630, AT4G27940, AT4G28660, AT4G30610, AT5G08640, AT5G10150, AT5G13930, AT5G15920, AT5G15948, AT5G17170, AT5G17300, AT5G17870, AT5G17890, AT5G20450, AT5G24660, AT5G38410, AT5G38430, AT5G40950, AT5G58310	Not available	H3K4me3.Histone.GSE49090_4.ChIP
1019	H3K4me3	H3K4me3	Histone	1.7199999999999998e-17	2.8139199999999996e-14	GSE143831	morc1 (Col)	seedling (8DAG)	-	ChIP	NA	NA	NA	NA	NA	NA	AT1G01520, AT1G06000, AT1G10370, AT1G10740, AT1G10960, AT1G15980, AT1G19150, AT1G19490, AT1G24147, AT1G30070, AT1G30530, AT1G32080, AT1G35560, AT1G48100, AT1G49630, AT1G50520, AT1G55910, AT1G55960, AT1G56510, AT1G64590, AT1G64780, AT1G65560, AT1G71870, AT1G78570, AT1G80340, AT2G04790, AT2G17695, AT2G17780, AT2G22420, AT2G26850, AT2G27402, AT2G27420, AT2G30100, AT2G32640, AT2G37040, AT2G39280, AT2G39730, AT2G40020, AT2G42170, AT2G46830, AT2G46940, AT3G01060, AT3G01440, AT3G01550, AT3G02380, AT3G02670, AT3G02830, AT3G03770, AT3G10185, AT3G10420, AT3G12580, AT3G13510, AT3G18750, AT3G19450, AT3G21250, AT3G22840, AT3G24520, AT3G28270, AT3G30460, AT3G47070, AT3G48420, AT3G50560, AT3G51750, AT3G53830, AT3G55330, AT3G62040, AT4G00490, AT4G01080, AT4G12830, AT4G14540, AT4G14690, AT4G15430, AT4G15630, AT4G27940, AT4G28660, AT4G30610, AT5G08640, AT5G10150, AT5G13930, AT5G15920, AT5G15948, AT5G17170, AT5G17300, AT5G17870, AT5G17890, AT5G20450, AT5G24660, AT5G38410, AT5G38430, AT5G40950, AT5G58310	Not available	H3K4me3.Histone.GSE143831_13.ChIP
1119	H3K4me3	H3K4me3	Histone	1.9e-17	3.1084e-14	GSE49090	nrpe1-11 (Col)	seedling (10DAG)	-	ChIP	NA	NA	NA	NA	NA	NA	AT1G01520, AT1G06000, AT1G10370, AT1G10740, AT1G10960, AT1G15980, AT1G19150, AT1G19490, AT1G24147, AT1G30070, AT1G30530, AT1G32080, AT1G35560, AT1G48100, AT1G49630, AT1G55910, AT1G55960, AT1G56510, AT1G64590, AT1G64780, AT1G65560, AT1G71870, AT1G78570, AT1G80340, AT2G04790, AT2G17695, AT2G17780, AT2G22420, AT2G26850, AT2G27402, AT2G27420, AT2G30100, AT2G32640, AT2G37040, AT2G39280, AT2G39730, AT2G40020, AT2G42170, AT2G46830, AT2G46940, AT3G01060, AT3G01440, AT3G01550, AT3G02380, AT3G02830, AT3G03770, AT3G10420, AT3G12580, AT3G13510, AT3G18750, AT3G19450, AT3G21250, AT3G24520, AT3G28270, AT3G30460, AT3G47070, AT3G48420, AT3G50560, AT3G51750, AT3G53830, AT3G55330, AT3G62040, AT4G00490, AT4G01080, AT4G12830, AT4G14540, AT4G15430, AT4G15630, AT4G27940, AT4G28660, AT4G30610, AT5G08640, AT5G10150, AT5G13930, AT5G15920, AT5G15948, AT5G17170, AT5G17300, AT5G17870, AT5G17890, AT5G20450, AT5G24660, AT5G38410, AT5G38430, AT5G40950	Not available	H3K4me3.Histone.GSE49090_16.ChIP
1591	H3K36me3	H3K36me3	Histone	1.98e-17	3.23928e-14	GSE74841	Ws	leaf	-	ChIP	NA	NA	NA	NA	NA	NA	AT1G01520, AT1G06000, AT1G10370, AT1G10740, AT1G10960, AT1G15980, AT1G19150, AT1G19490, AT1G30070, AT1G30530, AT1G32080, AT1G49630, AT1G55910, AT1G55960, AT1G56510, AT1G64590, AT1G64780, AT1G65560, AT1G78570, AT2G17695, AT2G17780, AT2G22420, AT2G26850, AT2G30100, AT2G32640, AT2G37040, AT2G39280, AT2G39730, AT2G40020, AT2G42170, AT2G46830, AT3G01060, AT3G01440, AT3G01550, AT3G02380, AT3G02830, AT3G03770, AT3G10185, AT3G10420, AT3G12580, AT3G13510, AT3G18750, AT3G19450, AT3G21250, AT3G24520, AT3G47070, AT3G48420, AT3G50560, AT3G53830, AT3G55330, AT3G62040, AT4G00490, AT4G01080, AT4G12830, AT4G15430, AT4G27940, AT4G28660, AT4G30610, AT5G08640, AT5G10150, AT5G15920, AT5G15948, AT5G17170, AT5G17300, AT5G17870, AT5G17890, AT5G20450, AT5G38350, AT5G40950	Not available	H3K36me3.Histone.GSE74841_3.ChIP
1047	ATSUMO1, SUM1, SUMO 1, SUMO1	AT4G26840	Protein	2.0199999999999997e-17	3.3047199999999995e-14	GSE140507	WT to siz1-2	seedling (10DAG)	37℃ heat shock 30min	ChIP	0.5742857142857142	0.9649375000000001	0.7279607142857143	0.8981107142857143	0.7486125000000001	0.6463875	AT1G01520, AT1G01580, AT1G06000, AT1G10370, AT1G10740, AT1G10960, AT1G15980, AT1G19150, AT1G19490, AT1G24147, AT1G30070, AT1G35560, AT1G48100, AT1G49630, AT1G55960, AT1G56510, AT1G64590, AT1G64780, AT1G78570, AT1G80340, AT2G04790, AT2G22420, AT2G27402, AT2G30100, AT2G37040, AT2G39280, AT2G39730, AT2G40020, AT2G42170, AT2G46830, AT2G46940, AT3G01060, AT3G01440, AT3G01550, AT3G02380, AT3G02830, AT3G03770, AT3G10185, AT3G10420, AT3G12580, AT3G13510, AT3G18750, AT3G19450, AT3G21250, AT3G22840, AT3G24520, AT3G50560, AT3G53830, AT3G55330, AT4G00490, AT4G01080, AT4G14540, AT4G15430, AT4G27940, AT4G28660, AT5G08640, AT5G10150, AT5G13930, AT5G15920, AT5G15948, AT5G17170, AT5G17300, AT5G17890, AT5G24660, AT5G38410, AT5G40950	AT5G52300, AT1G29400, AT3G56860, AT1G55300, AT2G19480, AT5G08450, AT3G26744, AT5G60410, AT5G60410, AT3G57870, AT2G32950, AT3G57870, AT5G60410, AT3G57870, AT5G60410, AT3G57870	AT4G26840.Protein.GSE140507_1.ChIP
442	H3K36me3	H3K36me3	Histone	2.23e-17	3.64828e-14	GSE74841	gcn5-1 (Ws)	leaf	-	ChIP	NA	NA	NA	NA	NA	NA	AT1G01520, AT1G06000, AT1G10370, AT1G10740, AT1G10960, AT1G15980, AT1G19150, AT1G19490, AT1G30070, AT1G30530, AT1G32080, AT1G49630, AT1G55910, AT1G55960, AT1G56510, AT1G64590, AT1G64780, AT1G65560, AT1G78570, AT2G17695, AT2G17780, AT2G22420, AT2G26850, AT2G30100, AT2G32640, AT2G37040, AT2G39280, AT2G39730, AT2G40020, AT2G42170, AT2G46830, AT3G01060, AT3G01440, AT3G01550, AT3G02380, AT3G02830, AT3G03770, AT3G10420, AT3G12580, AT3G13510, AT3G18750, AT3G19450, AT3G21250, AT3G24520, AT3G47070, AT3G48420, AT3G50560, AT3G53830, AT3G55330, AT3G62040, AT4G00490, AT4G12830, AT4G15430, AT4G27940, AT4G28660, AT4G30610, AT5G08640, AT5G15920, AT5G15948, AT5G17170, AT5G17300, AT5G17870, AT5G20450, AT5G38350, AT5G40950, AT5G58310	Not available	H3K36me3.Histone.GSE74841_1.ChIP
837	H3K4me3	H3K4me3	Histone	2.34e-17	3.82824e-14	GSE140136	35S::COLDAIR (Col-0)	seedling	-	ChIP	NA	NA	NA	NA	NA	NA	AT1G01520, AT1G06000, AT1G10370, AT1G10740, AT1G10960, AT1G15980, AT1G19150, AT1G19490, AT1G24147, AT1G30070, AT1G30530, AT1G32080, AT1G35560, AT1G48100, AT1G49630, AT1G55910, AT1G55960, AT1G56510, AT1G64590, AT1G64780, AT1G65560, AT1G71870, AT1G78570, AT1G80340, AT2G04790, AT2G17695, AT2G17780, AT2G22420, AT2G26850, AT2G27402, AT2G27420, AT2G30100, AT2G32640, AT2G37040, AT2G39280, AT2G39730, AT2G40020, AT2G42170, AT2G46830, AT2G46940, AT3G01060, AT3G01440, AT3G01550, AT3G02380, AT3G02830, AT3G03770, AT3G10420, AT3G12580, AT3G13510, AT3G18750, AT3G19450, AT3G21250, AT3G24520, AT3G47070, AT3G48420, AT3G50560, AT3G53830, AT3G55330, AT3G62040, AT4G00490, AT4G01080, AT4G12830, AT4G14540, AT4G15430, AT4G27940, AT4G28660, AT4G30610, AT5G08640, AT5G10150, AT5G15920, AT5G15948, AT5G17170, AT5G17300, AT5G17870, AT5G17890, AT5G20450, AT5G24660, AT5G38410, AT5G38430, AT5G40950	Not available	H3K4me3.Histone.GSE140136_2.ChIP
609	H3K4me3	H3K4me3	Histone	2.67e-17	4.36812e-14	GSE140136	Col-0	seedling	-	ChIP	NA	NA	NA	NA	NA	NA	AT1G01520, AT1G06000, AT1G10370, AT1G10740, AT1G10960, AT1G15980, AT1G19150, AT1G19490, AT1G24147, AT1G30070, AT1G30530, AT1G32080, AT1G35560, AT1G48100, AT1G49630, AT1G55910, AT1G55960, AT1G56510, AT1G64590, AT1G64780, AT1G65560, AT1G71870, AT1G78570, AT1G80340, AT2G04790, AT2G17695, AT2G17780, AT2G22420, AT2G26850, AT2G27402, AT2G30100, AT2G32640, AT2G37040, AT2G39280, AT2G39730, AT2G40020, AT2G42170, AT2G46830, AT2G46940, AT3G01060, AT3G01440, AT3G01550, AT3G02380, AT3G02830, AT3G03770, AT3G10185, AT3G10420, AT3G12580, AT3G13510, AT3G18750, AT3G19450, AT3G21250, AT3G24520, AT3G47070, AT3G48420, AT3G50560, AT3G51750, AT3G53830, AT3G55330, AT3G62040, AT4G00490, AT4G01080, AT4G14540, AT4G15430, AT4G27940, AT4G28660, AT4G30610, AT5G08640, AT5G10150, AT5G13930, AT5G15920, AT5G15948, AT5G17170, AT5G17300, AT5G17870, AT5G17890, AT5G20450, AT5G24660, AT5G38410, AT5G38430, AT5G40950	Not available	H3K4me3.Histone.GSE140136_3.ChIP
1082	Pol2	Pol2	Protein	3.16e-17	5.16976e-14	GSE95301	Col-0	seedling (10DAG)	1/2 MS, none	ChIP	NA	NA	NA	NA	NA	NA	AT1G01520, AT1G06000, AT1G10370, AT1G10740, AT1G10960, AT1G15980, AT1G19150, AT1G24147, AT1G30530, AT1G32080, AT1G35560, AT1G48100, AT1G49630, AT1G55910, AT1G55960, AT1G56510, AT1G78570, AT2G04790, AT2G17695, AT2G17780, AT2G22420, AT2G26695, AT2G27402, AT2G27420, AT2G30100, AT2G32640, AT2G37040, AT2G39280, AT2G39730, AT2G40020, AT2G42170, AT2G46830, AT2G46940, AT3G01440, AT3G01550, AT3G02380, AT3G02830, AT3G10185, AT3G10420, AT3G12580, AT3G13510, AT3G18750, AT3G19450, AT3G21250, AT3G22840, AT3G24520, AT3G47070, AT3G48420, AT3G50560, AT3G55330, AT3G62040, AT4G00490, AT4G14540, AT4G15630, AT4G27940, AT4G28660, AT5G08640, AT5G10150, AT5G13930, AT5G15920, AT5G15948, AT5G17170, AT5G17300, AT5G17870, AT5G17890, AT5G20450, AT5G24660, AT5G38410, AT5G38430, AT5G40950	Not available	Pol2.Protein.GSE95301_16.ChIP
670	H3K4me3	H3K4me3	Histone	3.58e-17	5.85688e-14	GSE101428	pEBS::EBS-FLAG ebs (Col-0)	aerial tissue	-	ChIP	NA	NA	NA	NA	NA	NA	AT1G01520, AT1G06000, AT1G10370, AT1G10740, AT1G10960, AT1G12570, AT1G15980, AT1G19150, AT1G19490, AT1G24147, AT1G29720, AT1G30070, AT1G30530, AT1G32080, AT1G35560, AT1G48100, AT1G49630, AT1G55910, AT1G55960, AT1G56510, AT1G64590, AT1G64780, AT1G65560, AT1G71870, AT1G78570, AT1G80340, AT2G04790, AT2G17695, AT2G17780, AT2G22420, AT2G26850, AT2G27420, AT2G30100, AT2G32640, AT2G37040, AT2G39280, AT2G39730, AT2G40020, AT2G42170, AT2G46830, AT2G46940, AT3G01060, AT3G01440, AT3G01550, AT3G02380, AT3G02670, AT3G02830, AT3G03770, AT3G10420, AT3G12580, AT3G13510, AT3G18750, AT3G19450, AT3G21250, AT3G22840, AT3G24520, AT3G28270, AT3G30460, AT3G47070, AT3G48420, AT3G50560, AT3G53830, AT3G55330, AT3G62040, AT4G00490, AT4G01080, AT4G12830, AT4G14540, AT4G14690, AT4G15430, AT4G27940, AT4G28660, AT4G30610, AT5G08640, AT5G10150, AT5G13930, AT5G15920, AT5G15948, AT5G17170, AT5G17300, AT5G17870, AT5G20450, AT5G24660, AT5G38410, AT5G38430, AT5G40950, AT5G58310	Not available	H3K4me3.Histone.GSE101428_3.ChIP
563	H3K4me3	H3K4me3	Histone	3.68e-17	6.02048e-14	GSE73972	sdg2 (Col-0)	rosette leaf (28DAG)	-	ChIP	NA	NA	NA	NA	NA	NA	AT1G01520, AT1G06000, AT1G10370, AT1G10740, AT1G10960, AT1G15980, AT1G19150, AT1G19490, AT1G30070, AT1G30530, AT1G35560, AT1G48100, AT1G49630, AT1G55910, AT1G55960, AT1G64590, AT1G64780, AT1G65560, AT1G71870, AT1G78570, AT1G80340, AT2G17695, AT2G22420, AT2G26850, AT2G30100, AT2G32640, AT2G37040, AT2G39280, AT2G39730, AT2G40020, AT2G42170, AT2G46940, AT3G01060, AT3G01440, AT3G01550, AT3G02380, AT3G02670, AT3G02830, AT3G10420, AT3G12580, AT3G13510, AT3G18750, AT3G19450, AT3G21250, AT3G24520, AT3G47070, AT3G48420, AT3G53830, AT3G55330, AT4G00490, AT4G14540, AT4G15430, AT4G27940, AT4G28660, AT4G30610, AT5G08640, AT5G10150, AT5G13930, AT5G15920, AT5G17170, AT5G17300, AT5G17870, AT5G17890, AT5G20450, AT5G24660, AT5G40950	Not available	H3K4me3.Histone.GSE73972_4.ChIP
727	H3K9-14ac	H3K9-14ac	Histone	4.1e-17	6.7076e-14	GSE82075	Col-0	liquid grown seedling (7DAG)	GSNO cPTIO (16hr)	ChIP	NA	NA	NA	NA	NA	NA	AT1G06000, AT1G10370, AT1G10740, AT1G10960, AT1G15980, AT1G19150, AT1G19490, AT1G24147, AT1G30070, AT1G30530, AT1G32080, AT1G35560, AT1G48100, AT1G49630, AT1G50520, AT1G55910, AT1G55960, AT1G56510, AT1G64780, AT1G71870, AT1G78570, AT2G04790, AT2G17695, AT2G17780, AT2G22420, AT2G26850, AT2G27402, AT2G27420, AT2G30100, AT2G32640, AT2G37040, AT2G39280, AT2G39730, AT2G40020, AT2G42170, AT2G46830, AT2G46940, AT3G01060, AT3G01440, AT3G01550, AT3G02380, AT3G02670, AT3G02830, AT3G03770, AT3G10420, AT3G12580, AT3G13510, AT3G18750, AT3G19450, AT3G21250, AT3G24520, AT3G28270, AT3G47070, AT3G48420, AT3G50560, AT3G53830, AT3G55330, AT4G00490, AT4G01080, AT4G14540, AT4G14690, AT4G15430, AT4G15630, AT4G27940, AT4G28660, AT4G30610, AT5G10150, AT5G15920, AT5G15948, AT5G17170, AT5G17300, AT5G17870, AT5G17890, AT5G20450, AT5G38410, AT5G38430, AT5G40950	Not available	H3K9-14ac.Histone.GSE82075_4.ChIP
530	H3K4me3	H3K4me3	Histone	4.59e-17	7.50924e-14	GSE67776	Col-0	fully expanded rosette leaf (42 d)	-	ChIP	NA	NA	NA	NA	NA	NA	AT1G01520, AT1G06000, AT1G10370, AT1G10740, AT1G10960, AT1G15980, AT1G19150, AT1G19490, AT1G24147, AT1G29720, AT1G30070, AT1G30530, AT1G32080, AT1G35560, AT1G48100, AT1G49630, AT1G55910, AT1G55960, AT1G56510, AT1G64590, AT1G64780, AT1G65560, AT1G71870, AT1G78570, AT1G80340, AT2G04790, AT2G17695, AT2G22420, AT2G26850, AT2G30100, AT2G32640, AT2G37040, AT2G39280, AT2G39730, AT2G40020, AT2G42170, AT2G46830, AT2G46940, AT3G01060, AT3G01440, AT3G01550, AT3G02380, AT3G02670, AT3G02830, AT3G10185, AT3G10420, AT3G12580, AT3G13510, AT3G18750, AT3G19450, AT3G21250, AT3G22840, AT3G24520, AT3G28270, AT3G30460, AT3G47070, AT3G48420, AT3G50560, AT3G53830, AT3G55330, AT3G62040, AT4G00490, AT4G01080, AT4G12830, AT4G14540, AT4G15430, AT4G27940, AT4G28660, AT4G30610, AT5G08640, AT5G10150, AT5G13930, AT5G15920, AT5G15948, AT5G17170, AT5G17300, AT5G17870, AT5G17890, AT5G20450, AT5G24660, AT5G38410, AT5G38430, AT5G40950	Not available	H3K4me3.Histone.GSE67776_2.ChIP
